10000,573.578
1,517
2,884
3,697
4,624
5,379
6,379
7,281
8,793
9,626
10,683
11,219
12,914
13,766
14,421
15,399
16,400
17,479
18,589
19,546
20,471
21,631
22,365
23,472
24,513
25,558
26,732
27,412
28,584
29,621
30,265
31,629
32,391
33,290
34,881
35,907
36,748
37,479
38,327
39,670
40,550
41,350
42,576
43,246
44,834
45,452
46,658
47,483
48,587
49,599
50,401
51,914
52,725
53,869
54,819
55,624
56,847
57,317
58,410
59,263
60,491
61,525
62,459
63,763
64,508
65,465
66,598
67,367
68,743
69,301
70,951
71,723
72,412
73,175
74,753
75,682
76,696
77,722
78,301
79,509
80,344
81,790
82,637
83,494
84,288
85,483
86,491
87,696
88,644
89,812
90,565
91,348
92,686
93,715
94,606
95,722
96,575
97,588
98,544
99,229
100,337
101,240
102,644
103,485
104,582
105,832
106,446
107,536
108,712
109,432
110,304
111,471
112,383
113,856
114,748
115,642
116,798
117,744
118,403
119,817
120,596
121,747
122,820
123,487
124,339
125,432
126,544
127,755
128,788
129,181
130,583
131,539
132,428
133,348
134,498
135,873
136,490
137,587
138,680
139,512
140,918
141,901
142,447
143,577
144,477
145,468
146,250
147,630
148,579
149,272
150,464
151,833
152,439
153,370
154,573
155,948
156,441
157,663
158,716
159,438
160,695
161,514
162,642
163,642
164,594
165,319
166,768
167,488
168,403
169,256
170,621
171,666
172,210
173,584
174,431
175,648
176,394
177,673
178,524
179,865
180,364
181,500
182,342
183,851
184,803
185,451
186,656
187,754
188,603
189,591
190,441
191,322
192,822
193,825
194,642
195,499
196,504
197,694
198,821
199,812
200,728
201,647
202,312
203,384
204,823
205,628
206,189
207,330
208,658
209,173
210,383
211,600
212,674
213,652
214,429
215,686
216,438
217,491
218,706
219,651
220,779
221,655
222,610
223,323
224,514
225,456
226,442
227,920
228,527
229,817
230,641
231,738
232,579
233,614
234,575
235,409
236,692
237,465
238,227
239,648
240,396
241,870
242,888
243,840
244,515
245,207
246,855
247,544
248,908
249,903
250,782
251,473
252,523
253,780
254,486
255,390
256,604
257,864
258,676
259,610
260,326
261,633
262,961
263,366
264,586
265,803
266,703
267,677
268,680
269,510
270,473
271,748
272,749
273,794
274,838
275,583
276,579
277,741
278,651
279,680
280,739
281,815
282,498
283,518
284,323
285,614
286,248
287,562
288,598
289,469
290,621
291,239
292,251
293,758
294,510
295,355
296,588
297,721
298,424
299,637
300,314
301,272
302,592
303,597
304,644
305,694
306,926
307,585
308,490
309,738
310,459
311,550
312,306
313,229
314,902
315,768
316,676
317,535
318,393
319,380
320,446
321,601
322,687
323,656
324,465
325,890
326,701
327,603
328,631
329,540
330,445
331,508
332,714
333,204
334,345
335,264
336,256
337,784
338,681
339,566
340,327
341,574
342,566
343,393
344,547
345,530
346,633
347,643
348,263
349,518
350,638
351,579
352,785
353,656
354,385
355,297
356,647
357,231
358,618
359,870
360,613
361,525
362,647
363,559
364,599
365,871
366,523
367,899
368,830
369,409
370,295
371,330
372,214
373,323
374,669
375,298
376,487
377,775
378,225
379,752
380,466
381,347
382,677
383,640
384,803
385,699
386,744
387,466
388,396
389,709
390,747
391,962
392,537
393,516
394,726
395,499
396,858
397,786
398,545
399,709
400,711
401,332
402,827
403,580
404,761
405,488
406,820
407,525
408,194
409,830
410,320
411,488
412,883
413,884
414,612
415,641
416,554
417,473
418,493
419,663
420,710
421,736
422,735
423,320
424,576
425,280
426,601
427,551
428,812
429,505
430,346
431,368
432,716
433,634
434,330
435,312
436,679
437,299
438,758
439,682
440,309
441,313
442,951
443,517
444,515
445,751
446,879
447,949
448,711
449,518
450,312
451,726
452,605
453,543
454,831
455,340
456,575
457,195
458,564
459,279
460,347
461,346
462,650
463,706
464,617
465,901
466,518
467,468
468,795
469,429
470,903
471,198
472,914
473,260
474,816
475,591
476,971
477,301
478,603
479,913
480,589
481,640
482,676
483,557
484,639
485,617
486,825
487,263
488,465
489,883
490,815
491,558
492,635
493,463
494,404
495,561
496,506
497,617
498,305
499,923
500,950
501,677
502,594
503,482
504,752
505,670
506,384
507,836
508,758
509,882
510,694
511,632
512,540
513,860
514,793
515,263
516,231
517,518
518,749
519,952
520,375
521,622
522,521
523,914
524,773
525,770
526,564
527,538
528,461
529,279
530,792
531,751
532,1013
533,987
534,604
535,721
536,875
537,779
538,444
539,555
540,357
541,888
542,628
543,432
544,663
545,634
546,509
547,342
548,663
549,587
550,723
551,587
552,781
553,602
554,606
555,802
556,532
557,361
558,236
559,712
560,635
561,681
562,422
563,363
564,204
565,505
566,620
567,527
568,549
569,828
570,504
571,584
572,731
573,529
574,636
575,790
576,882
577,372
578,853
579,575
580,451
581,559
582,934
583,575
584,493
585,642
586,440
587,303
588,356
589,356
590,376
591,365
592,646
593,399
594,502
595,821
596,566
597,660
598,392
599,407
600,256
601,389
602,464
603,396
604,317
605,349
606,560
607,417
608,512
609,580
610,673
611,254
612,741
613,639
614,310
615,800
616,846
617,285
618,463
619,746
620,707
621,401
622,419
623,515
624,571
625,634
626,515
627,561
628,707
629,250
630,448
631,686
632,820
633,583
634,593
635,336
636,554
637,593
638,441
639,458
640,519
641,218
642,489
643,421
644,492
645,348
646,815
647,622
648,667
649,734
650,577
651,315
652,595
653,619
654,706
655,546
656,355
657,467
658,511
659,649
660,611
661,508
662,950
663,628
664,438
665,331
666,377
667,444
668,383
669,403
670,468
671,393
672,821
673,308
674,589
675,536
676,940
677,341
678,529
679,913
680,792
681,754
682,451
683,391
684,661
685,856
686,604
687,611
688,465
689,721
690,403
691,490
692,543
693,581
694,441
695,343
696,630
697,470
698,616
699,378
700,569
701,593
702,273
703,497
704,361
705,288
706,960
707,489
708,749
709,449
710,668
711,715
712,623
713,565
714,536
715,504
716,856
717,764
718,906
719,352
720,697
721,867
722,399
723,292
724,703
725,613
726,773
727,366
728,738
729,414
730,385
731,386
732,752
733,659
734,588
735,509
736,803
737,527
738,754
739,550
740,519
741,561
742,477
743,707
744,579
745,435
746,824
747,522
748,598
749,831
750,637
751,345
752,869
753,639
754,496
755,365
756,738
757,635
758,593
759,818
760,734
761,376
762,483
763,445
764,705
765,244
766,610
767,716
768,802
769,500
770,757
771,339
772,777
773,355
774,529
775,740
776,374
777,433
778,692
779,690
780,646
781,675
782,598
783,447
784,502
785,399
786,833
787,617
788,531
789,561
790,879
791,377
792,618
793,581
794,631
795,213
796,798
797,859
798,608
799,677
800,848
801,683
802,376
803,613
804,628
805,542
806,700
807,862
808,852
809,555
810,342
811,946
812,771
813,352
814,846
815,796
816,587
817,621
818,530
819,277
820,496
821,744
822,171
823,495
824,530
825,595
826,845
827,503
828,503
829,701
830,556
831,429
832,556
833,367
834,395
835,577
836,540
837,840
838,511
839,616
840,642
841,200
842,658
843,396
844,899
845,373
846,538
847,314
848,988
849,579
850,623
851,293
852,709
853,419
854,822
855,416
856,406
857,249
858,565
859,608
860,291
861,725
862,557
863,589
864,551
865,531
866,605
867,379
868,399
869,789
870,877
871,517
872,459
873,648
874,535
875,229
876,379
877,688
878,656
879,232
880,428
881,434
882,663
883,217
884,333
885,742
886,397
887,652
888,438
889,328
890,442
891,692
892,784
893,764
894,529
895,661
896,416
897,473
898,821
899,200
900,314
901,418
902,231
903,399
904,617
905,541
906,817
907,754
908,500
909,452
910,520
911,620
912,457
913,637
914,535
915,602
916,548
917,473
918,880
919,717
920,366
921,795
922,572
923,819
924,742
925,543
926,223
927,458
928,597
929,642
930,451
931,365
932,768
933,945
934,590
935,392
936,460
937,214
938,839
939,346
940,614
941,461
942,603
943,652
944,764
945,417
946,194
947,363
948,824
949,800
950,624
951,625
952,659
953,394
954,839
955,540
956,522
957,587
958,266
959,387
960,701
961,311
962,627
963,443
964,525
965,470
966,508
967,690
968,475
969,609
970,567
971,658
972,865
973,698
974,423
975,240
976,454
977,623
978,272
979,576
980,624
981,496
982,722
983,336
984,302
985,695
986,576
987,672
988,548
989,444
990,756
991,741
992,675
993,460
994,620
995,510
996,320
997,842
998,363
999,883
1000,553
1001,402
1002,597
1003,799
1004,698
1005,746
1006,656
1007,674
1008,779
1009,446
1010,573
1011,427
1012,954
1013,875
1014,254
1015,682
1016,851
1017,398
1018,609
1019,840
1020,245
1021,677
1022,475
1023,850
1024,916
1025,875
1026,566
1027,790
1028,775
1029,487
1030,763
1031,250
1032,623
1033,433
1034,349
1035,304
1036,676
1037,499
1038,693
1039,290
1040,485
1041,596
1042,735
1043,487
1044,638
1045,811
1046,633
1047,435
1048,227
1049,796
1050,220
1051,801
1052,591
1053,868
1054,741
1055,995
1056,505
1057,720
1058,531
1059,569
1060,639
1061,800
1062,944
1063,720
1064,539
1065,541
1066,701
1067,439
1068,339
1069,507
1070,469
1071,474
1072,435
1073,258
1074,213
1075,954
1076,544
1077,523
1078,667
1079,425
1080,883
1081,732
1082,318
1083,539
1084,804
1085,875
1086,563
1087,632
1088,388
1089,964
1090,434
1091,873
1092,651
1093,629
1094,584
1095,434
1096,395
1097,427
1098,403
1099,728
1100,505
1101,281
1102,913
1103,809
1104,854
1105,979
1106,393
1107,529
1108,714
1109,676
1110,377
1111,753
1112,429
1113,429
1114,595
1115,622
1116,615
1117,320
1118,803
1119,456
1120,357
1121,813
1122,891
1123,790
1124,749
1125,654
1126,601
1127,315
1128,535
1129,517
1130,452
1131,692
1132,576
1133,309
1134,427
1135,669
1136,303
1137,781
1138,576
1139,569
1140,621
1141,760
1142,503
1143,666
1144,608
1145,457
1146,804
1147,740
1148,655
1149,780
1150,794
1151,683
1152,769
1153,677
1154,667
1155,634
1156,710
1157,381
1158,806
1159,798
1160,236
1161,761
1162,356
1163,496
1164,704
1165,383
1166,755
1167,765
1168,581
1169,178
1170,469
1171,634
1172,937
1173,641
1174,452
1175,642
1176,596
1177,728
1178,336
1179,716
1180,597
1181,902
1182,500
1183,642
1184,859
1185,332
1186,866
1187,672
1188,293
1189,477
1190,683
1191,293
1192,616
1193,502
1194,636
1195,264
1196,798
1197,921
1198,912
1199,708
1200,357
1201,714
1202,227
1203,222
1204,490
1205,573
1206,722
1207,669
1208,553
1209,461
1210,990
1211,543
1212,556
1213,385
1214,738
1215,675
1216,427
1217,310
1218,667
1219,653
1220,461
1221,884
1222,375
1223,546
1224,874
1225,540
1226,645
1227,529
1228,461
1229,944
1230,535
1231,819
1232,433
1233,422
1234,240
1235,652
1236,514
1237,792
1238,566
1239,911
1240,402
1241,795
1242,726
1243,722
1244,775
1245,716
1246,638
1247,358
1248,242
1249,846
1250,633
1251,739
1252,570
1253,346
1254,353
1255,670
1256,545
1257,413
1258,574
1259,289
1260,616
1261,458
1262,740
1263,482
1264,557
1265,196
1266,299
1267,527
1268,569
1269,625
1270,472
1271,676
1272,788
1273,728
1274,254
1275,569
1276,334
1277,441
1278,951
1279,368
1280,578
1281,634
1282,680
1283,606
1284,190
1285,492
1286,586
1287,316
1288,505
1289,244
1290,306
1291,529
1292,360
1293,609
1294,672
1295,742
1296,413
1297,388
1298,334
1299,644
1300,682
1301,241
1302,864
1303,273
1304,597
1305,684
1306,797
1307,687
1308,743
1309,499
1310,752
1311,308
1312,819
1313,600
1314,754
1315,556
1316,647
1317,590
1318,697
1319,310
1320,284
1321,444
1322,382
1323,798
1324,426
1325,926
1326,497
1327,399
1328,735
1329,656
1330,577
1331,603
1332,690
1333,432
1334,985
1335,923
1336,651
1337,412
1338,667
1339,299
1340,239
1341,451
1342,561
1343,795
1344,694
1345,704
1346,543
1347,502
1348,516
1349,953
1350,255
1351,794
1352,615
1353,550
1354,693
1355,572
1356,799
1357,825
1358,541
1359,463
1360,621
1361,837
1362,420
1363,637
1364,641
1365,698
1366,359
1367,688
1368,834
1369,398
1370,438
1371,917
1372,399
1373,783
1374,575
1375,444
1376,797
1377,553
1378,585
1379,509
1380,622
1381,385
1382,526
1383,913
1384,451
1385,654
1386,491
1387,724
1388,358
1389,914
1390,557
1391,437
1392,300
1393,390
1394,587
1395,497
1396,763
1397,546
1398,445
1399,634
1400,682
1401,388
1402,388
1403,250
1404,700
1405,658
1406,566
1407,775
1408,746
1409,618
1410,795
1411,417
1412,341
1413,458
1414,280
1415,592
1416,865
1417,254
1418,350
1419,556
1420,862
1421,486
1422,581
1423,257
1424,373
1425,951
1426,906
1427,172
1428,885
1429,645
1430,795
1431,557
1432,585
1433,573
1434,660
1435,366
1436,238
1437,481
1438,681
1439,414
1440,664
1441,914
1442,323
1443,663
1444,552
1445,795
1446,396
1447,674
1448,770
1449,875
1450,669
1451,577
1452,634
1453,795
1454,611
1455,239
1456,858
1457,673
1458,665
1459,423
1460,656
1461,527
1462,652
1463,336
1464,655
1465,1008
1466,267
