1000,581.168
1,380
2,842
3,772
4,578
5,151
6,431
7,248
8,760
9,655
10,979
11,940
12,697
13,173
14,281
15,977
16,678
17,708
18,730
19,353
20,705
21,382
22,393
23,867
24,375
25,980
26,272
27,599
28,1022
29,769
30,346
31,610
32,680
33,486
34,483
35,901
36,815
37,311
38,799
39,878
40,619
41,962
42,976
43,246
44,797
45,612
46,543
47,468
48,611
49,738
50,201
51,185
52,129
53,812
54,983
55,299
56,538
57,410
58,472
59,372
60,226
61,975
62,312
63,482
64,546
65,754
66,132
67,725
68,804
69,813
70,734
71,564
72,763
73,826
74,856
75,903
76,303
77,806
78,949
79,375
80,926
81,943
82,696
83,739
84,487
85,160
86,830
87,788
88,1015
89,437
90,636
91,824
92,529
93,302
94,159
95,402
96,223
97,179
98,675
99,518
100,334
101,446
102,234
103,245
104,350
105,745
106,168
107,371
108,902
109,130
110,619
111,578
112,647
113,405
114,655
115,568
116,904
117,764
118,153
119,321
120,889
121,813
122,772
123,281
124,982
125,1017
126,651
127,653
128,138
129,272
130,767
131,510
132,365
133,377
134,900
135,816
136,319
137,911
138,274
139,128
140,179
141,589
142,436
143,209
144,165
145,942
146,967
147,749
148,172
149,469
150,872
151,630
152,695
153,328
154,720
155,230
156,717
157,359
158,442
159,607
160,323
161,512
162,646
163,737
164,531
165,744
166,971
167,557
168,644
169,495
170,492
171,567
172,689
173,368
174,761
175,727
176,587
177,776
178,587
179,839
180,907
181,938
182,694
183,287
184,680
185,519
186,675
187,712
188,810
189,396
190,307
191,1017
192,923
193,983
194,546
195,594
196,955
197,536
198,253
199,559
200,757
201,971
202,738
203,136
204,942
205,350
206,826
207,309
208,779
209,159
210,812
211,457
212,907
213,204
214,204
215,476
216,242
217,956
218,798
219,820
220,541
221,867
222,930
223,491
224,569
225,841
226,546
227,479
228,240
229,544
230,906
231,293
232,902
233,765
234,203
235,574
236,411
237,146
238,874
239,999
240,722
241,346
242,952
243,250
244,704
245,772
246,871
247,647
248,714
249,907
250,579
251,723
252,582
253,464
254,555
255,394
256,140
257,145
258,853
259,972
260,498
261,903
262,306
263,848
264,901
265,938
266,669
267,704
268,679
269,968
270,586
271,784
272,757
273,629
274,1020
275,566
276,954
277,1002
278,895
279,714
280,633
281,977
282,970
283,684
284,203
285,733
286,611
287,896
288,668
289,609
290,1009
291,648
292,411
293,799
294,261
295,151
296,636
297,431
298,209
299,480
300,948
301,351
302,576
303,257
304,826
305,366
306,547
307,707
308,388
309,987
310,604
311,950
312,921
313,905
314,759
315,987
316,519
317,665
318,429
319,369
320,142
321,471
322,838
323,326
324,498
325,442
326,543
327,951
328,559
329,920
330,1017
331,211
332,669
333,251
334,814
335,729
336,844
337,635
338,219
339,148
340,545
341,254
342,764
343,361
344,549
345,309
346,299
347,628
348,797
349,727
350,469
351,691
352,890
353,659
354,564
355,666
356,786
357,914
358,265
359,759
360,280
361,436
362,680
363,249
364,236
365,973
366,1023
367,843
368,178
369,410
370,824
371,701
372,167
373,860
374,672
375,830
376,287
377,293
378,217
379,694
380,144
381,422
382,685
383,262
384,707
385,353
386,638
387,216
388,824
389,570
390,529
391,398
392,968
393,132
394,329
395,828
396,568
397,631
398,608
399,842
400,918
401,339
402,616
403,555
404,130
405,828
406,292
407,876
408,819
409,590
410,786
411,428
412,829
413,345
414,430
415,767
416,174
417,860
418,241
419,375
420,743
421,136
422,755
423,976
424,830
425,544
426,151
427,227
428,872
429,924
430,981
431,178
432,563
433,915
434,404
435,799
436,450
437,639
438,841
439,598
440,358
441,305
442,328
443,775
444,977
445,483
446,705
447,466
448,196
449,573
450,633
451,538
452,954
453,459
454,182
455,395
456,958
457,265
458,980
459,241
460,742
461,471
462,282
463,286
464,394
465,509
466,469
467,777
468,348
469,375
470,586
471,571
472,323
473,602
474,650
475,563
476,344
477,989
478,813
479,135
480,392
481,877
482,669
483,712
484,270
485,643
486,258
487,533
488,571
489,232
490,770
491,888
492,833
493,510
494,660
495,395
496,608
497,794
498,694
499,403
500,563
501,809
502,579
503,373
504,838
505,251
506,694
507,902
508,264
509,335
510,676
511,843
512,782
513,883
514,507
515,924
516,310
517,300
518,292
519,657
520,387
521,687
522,999
523,790
524,764
525,815
526,162
527,875
528,840
529,785
530,800
531,249
532,717
533,656
534,849
535,982
536,507
537,235
538,303
539,355
540,319
541,949
542,720
543,355
544,341
545,493
546,934
547,661
548,1006
549,339
550,780
551,837
552,659
553,532
554,398
555,311
556,524
557,659
558,186
559,405
560,713
561,551
562,407
563,383
564,583
565,137
566,796
567,703
568,145
569,1000
570,352
571,967
572,283
573,366
574,169
575,688
576,213
577,445
578,167
579,845
580,761
581,573
582,400
583,630
584,1004
585,359
586,594
587,366
588,596
589,619
590,966
591,348
592,402
593,184
594,311
595,1014
596,432
597,703
598,978
599,325
600,687
601,455
602,585
603,415
604,911
605,757
606,868
607,746
608,880
609,519
610,170
611,662
612,369
613,425
614,882
615,476
616,238
617,566
618,461
619,937
620,421
621,430
622,292
623,482
624,631
625,184
626,731
627,246
628,412
629,773
630,905
631,334
632,570
633,299
634,853
635,169
636,802
637,697
638,712
639,322
640,975
641,303
642,906
643,932
644,506
645,616
646,765
647,969
648,870
649,530
650,512
651,139
652,758
653,983
654,621
655,403
656,311
657,399
658,939
659,158
660,746
661,769
662,1003
663,579
664,696
665,294
666,956
667,812
668,374
669,150
670,576
671,380
672,834
673,815
674,568
675,606
676,434
677,641
678,767
679,324
680,450
681,335
682,955
683,496
684,769
685,170
686,1000
687,951
688,793
689,776
690,303
691,948
692,1010
693,418
694,319
695,409
696,769
697,874
698,134
699,606
700,717
701,995
702,274
703,363
704,824
705,434
706,235
707,911
708,277
709,590
710,778
711,301
712,991
713,706
714,390
715,204
716,653
717,981
718,252
719,411
720,359
721,275
722,797
723,193
724,996
725,253
726,473
727,804
728,905
729,359
730,754
731,921
732,612
733,992
734,168
735,646
736,740
737,952
738,316
739,677
740,161
741,131
742,614
743,373
744,996
745,836
746,548
747,996
748,515
749,427
750,169
751,621
752,617
753,424
754,350
755,681
756,612
757,933
758,204
759,382
760,509
761,253
762,810
763,215
764,315
765,171
766,487
767,154
768,485
769,500
770,140
771,988
772,645
773,954
774,300
775,425
776,236
777,470
778,764
779,151
780,616
781,917
782,630
783,469
784,433
785,947
786,940
787,499
788,184
789,234
790,756
791,339
792,848
793,588
794,862
795,911
796,412
797,1020
798,179
799,722
800,476
801,704
802,655
803,430
804,245
805,1023
806,164
807,797
808,264
809,501
810,845
811,863
812,515
813,461
814,469
815,900
816,713
817,576
818,577
819,688
820,407
821,367
822,683
823,519
824,667
825,183
826,367
827,222
828,518
829,697
830,328
831,404
832,607
833,736
834,945
835,745
836,672
837,697
838,722
839,992
840,865
841,134
842,133
843,927
844,586
845,153
846,731
847,197
848,911
849,193
850,915
851,808
852,433
853,187
854,680
855,694
856,758
857,193
858,151
859,680
860,307
861,412
862,704
863,852
864,701
865,493
866,481
867,538
868,277
869,660
870,540
871,255
872,778
873,789
874,355
875,544
876,726
877,527
878,319
879,160
880,893
881,870
882,738
883,951
884,391
885,705
886,966
887,417
888,418
889,379
890,268
891,203
892,620
893,558
894,803
895,663
896,869
897,497
898,798
899,911
900,259
901,898
902,218
903,249
904,790
905,936
906,643
907,683
908,766
909,180
910,541
911,855
912,945
913,791
914,886
915,337
916,508
917,946
918,614
919,941
920,354
921,883
922,479
923,467
924,983
925,930
926,448
927,298
928,360
929,415
930,559
931,363
932,549
933,765
934,345
935,413
936,155
937,828
938,293
939,620
940,160
941,985
942,444
943,211
944,191
945,920
946,363
947,311
948,169
949,927
950,716
951,171
952,447
953,734
954,608
955,589
956,895
957,138
958,775
959,422
960,352
961,214
962,639
963,221
964,384
965,519
966,939
967,226
968,888
969,998
970,965
971,526
972,574
973,706
974,411
975,192
976,895
977,635
978,575
979,906
980,508
981,224
982,159
983,853
984,183
985,514
986,411
987,303
988,966
989,322
990,901
991,602
992,130
993,799
994,645
995,431
996,890
997,935
998,173
999,1001
1000,412
